fips,year,bartik_supply
26105,2023,0.8919607931748227
26139,2014,0.884922628369926
26139,2015,0.9020459370673742
26139,2016,0.9127093574669033
26139,2017,0.923580477349639
26139,2018,0.938590935930935
26139,2019,0.9476897294088276
26139,2020,0.879233381242464
26139,2021,0.9104261084010341
26139,2022,0.9516397765351339
26139,2023,0.9638048036591639
26065,2014,0.798405035951302
26065,2015,0.8166293053725218
26065,2016,0.83049175171972
26065,2017,0.8425416262794996
26065,2018,0.8572234188997327
26065,2019,0.8680497084675781
26065,2020,0.8007075142275709
26065,2021,0.8368618353236855
26065,2022,0.8811501109544427
26065,2023,0.8952179907981839
26071,2014,0.7159301893798737
26071,2015,0.7322180689311931
26071,2016,0.7445624554266084
26071,2017,0.7541626931993535
26071,2018,0.7651836309520686
26071,2019,0.7720516482877281
26071,2020,0.705219288865829
26071,2021,0.737304705959329
26071,2022,0.7720258119896222
26071,2023,0.7852209842408562
26059,2014,0.798588379705401
26059,2015,0.8128767161399285
26059,2016,0.8212541842315702
26059,2017,0.8298497531744488
26059,2018,0.8420362983377689
26059,2019,0.848642024618364
26059,2020,0.7870662212911845
26059,2021,0.8144492610000187
26059,2022,0.8488416329664568
26059,2023,0.857789789110736
26075,2014,0.7621040047818289
26075,2015,0.7777860061337242
26075,2016,0.788547248325494
26075,2017,0.7982678520160997
26075,2018,0.810299801038014
26075,2019,0.8174323082858251
26075,2020,0.7523453146166296
26075,2021,0.783476648594607
26075,2022,0.8210952420878033
26075,2023,0.8326417801799615
26061,2014,0.7197853476434903
26061,2015,0.738046167309113
26061,2016,0.7523265123814121
26061,2017,0.7631607205692306
26061,2018,0.7747611700576531
26061,2019,0.7823339307093045
26061,2020,0.7160167731711633
26061,2021,0.7493269524502301
26061,2022,0.7854361566453013
26061,2023,0.8012558807705165
26049,2014,0.7626024814766099
26049,2015,0.7792591050719515
26049,2016,0.7918910584745635
26049,2017,0.8014852834147377
26049,2018,0.8120815085282488
26049,2019,0.818685627449783
26049,2020,0.7508152442198182
26049,2021,0.7850537305944792
26049,2022,0.8238571446869621
26049,2023,0.8353836535818948
26101,2014,0.8523216850167545
26101,2015,0.8704711947486039
26101,2016,0.8831773149160239
26101,2017,0.8940971645115288
26101,2018,0.9060705773296784
26101,2019,0.9131075184175355
26101,2020,0.8261483210770093
26101,2021,0.8639368283413941
26101,2022,0.9065998804583206
26101,2023,0.9237813632393032
26115,2014,0.6849261304701298
26115,2015,0.702010308661593
26115,2016,0.7148657431163837
26115,2017,0.7255744719735745
26115,2018,0.738506314734257
26115,2019,0.7470640447694824
26115,2020,0.6843381579092106
26115,2021,0.7179586000212477
26115,2022,0.7539507922654175
26115,2023,0.7656055405948882
26129,2014,0.7075606276747503
26129,2015,0.7232117657603192
26129,2016,0.7344043841459373
26129,2017,0.7422199304707413
26129,2018,0.7495629473389472
26129,2019,0.752130308162479
26129,2020,0.6857041522192238
26129,2021,0.7174925086446673
26129,2022,0.7460623840164329
26129,2023,0.7579762566652134
26089,2014,0.7759354694151915
26089,2015,0.7969704608820581
26089,2016,0.8140790800543816
26089,2017,0.828156010922271
26089,2018,0.8431110488694896
26089,2019,0.8541084389679932
26089,2020,0.7646549181202712
26089,2021,0.8046682404754747
26089,2022,0.8520769459493216
26089,2023,0.8719445169545498
26103,2014,0.6999035502686813
26103,2015,0.7083317109252011
26103,2016,0.7098564575820593
26103,2017,0.7198816891869732
26103,2018,0.7337007147264043
26103,2019,0.7401615966243238
26103,2020,0.6639736394085262
26103,2021,0.6935480056319289
26103,2022,0.7310552232439356
26103,2023,0.7462061639838574
26117,2014,0.7063944028636512
26117,2015,0.7211521168075208
26117,2016,0.7311732956629913
26117,2017,0.7393597076571251
26117,2018,0.749008541040713
26117,2019,0.7542035160284053
26117,2020,0.6937772061173598
26117,2021,0.7224249906756938
26117,2022,0.7541227367231012
26117,2023,0.7643331177411289
26077,2014,0.8013858431714179
26077,2015,0.8186797479116712
26077,2016,0.8310228512627007
26077,2017,0.8418662239423673
26077,2018,0.8543916791944661
26077,2019,0.8627033048997335
26077,2020,0.793529039841997
26077,2021,0.8267764284846204
26077,2022,0.8672394710050993
26077,2023,0.8802890788700768
26063,2014,0.7022255510378771
26063,2015,0.7177583045043372
26063,2016,0.7285415878155135
26063,2017,0.7382258274831025
26063,2018,0.7498694270789422
26063,2019,0.7578012212588326
26063,2020,0.7029890089301433
26063,2021,0.7320249245888529
26063,2022,0.7654572897069482
26063,2023,0.775699090474011
26165,2014,0.8447007537916627
26165,2015,0.861382003359733
26165,2016,0.8724177417433443
26165,2017,0.8830103881630861
26165,2018,0.8967327761295103
26165,2019,0.9050008951669014
26165,2020,0.8313731098229148
26165,2021,0.8669402853176195
26165,2022,0.9084654512546944
26165,2023,0.920434838321902
26159,2014,0.7132041187159297
26159,2015,0.7299651457016905
26159,2016,0.7422193315764515
26159,2017,0.7522941109565662
26159,2018,0.7646832294984524
26159,2019,0.7729363026773216
26159,2020,0.7100548904797785
26159,2021,0.7419132435686382
26159,2022,0.7807550191439977
26159,2023,0.7940170292031891
26011,2014,0.7042941630239136
26011,2015,0.72140974989451
26011,2016,0.7341936342039131
26011,2017,0.7448139717584145
26011,2018,0.7577402785834558
26011,2019,0.7663653766899544
26011,2020,0.6934985600105431
26011,2021,0.7304310115584859
26011,2022,0.7712650265368146
26011,2023,0.7831579595022936
26005,2014,0.9320871688897239
26005,2015,0.9510920603111674
26005,2016,0.9628084767890274
26005,2017,0.9752260656825555
26005,2018,0.99262511426553
26005,2019,1.0039090171430367
26005,2020,0.9351063876237896
26005,2021,0.9693455472828097
26005,2022,1.0137576317761345
26005,2023,1.0261116552809189
26039,2014,0.4647840531561462
26039,2015,0.47291285263070537
26039,2016,0.47759009211941
26039,2017,0.48138148521898405
26039,2018,0.48598633104614675
26039,2019,0.48800797396054246
26039,2020,0.4622194674850181
26039,2021,0.47720395382245195
26039,2022,0.4929426879493866
26039,2023,0.4970034883209552
26013,2014,0.4707740916271722
26013,2015,0.47837044585131167
26013,2016,0.48200102992283056
26013,2017,0.48654165514512526
26013,2018,0.494352891943269
26013,2019,0.49847782762836446
26013,2020,0.4707851718588263
26013,2021,0.48323871827464143
26013,2022,0.5007730565033439
26013,2023,0.5057546496612735
26007,2014,0.8073904117860161
26007,2015,0.8233344178191604
26007,2016,0.8332495385658741
26007,2017,0.8433068896832216
26007,2018,0.8549329631176656
26007,2019,0.8618271730081717
26007,2020,0.7964273273614059
26007,2021,0.82826039165079
26007,2022,0.8640810855984773
26007,2023,0.8770682746766848
26163,2014,0.8122661119250311
26163,2015,0.8317809832292119
26163,2016,0.8462421541472402
26163,2017,0.8592737808751363
26163,2018,0.8758974808384775
26163,2019,0.8888761301145599
26163,2020,0.8264010119654974
26163,2021,0.8641873111693251
26163,2022,0.9117090402644095
26163,2023,0.9256537347071365
26003,2014,0.5741974560872198
26003,2015,0.585095358657309
26003,2016,0.5912078249667837
26003,2017,0.597477050214345
26003,2018,0.6074357536887408
26003,2019,0.6129059158365804
26003,2020,0.5817184199755053
26003,2021,0.5998024882298112
26003,2022,0.6209524344624984
26003,2023,0.6254829223902133
26017,2014,0.7507207953603977
26017,2015,0.7676685140831088
26017,2016,0.7801514641841831
26017,2017,0.7899587130618199
26017,2018,0.8010058242007311
26017,2019,0.8082893500532928
26017,2020,0.7387537828440859
26017,2021,0.772681778601477
26017,2022,0.8118103641380232
26017,2023,0.8261210660739045
26001,2014,0.7257717157214645
26001,2015,0.7424852666185378
26001,2016,0.7552999861897151
26001,2017,0.7650680812232553
26001,2018,0.7765247740287048
26001,2019,0.7834695587244296
26001,2020,0.7027642109725643
26001,2021,0.7379365815304018
26001,2022,0.7770695268046173
26001,2023,0.7940945821428136
26015,2014,0.8352791339418383
26015,2015,0.8511689835746585
26015,2016,0.8614601636248359
26015,2017,0.8710739876732507
26015,2018,0.8832558585928292
26015,2019,0.890419249749069
26015,2020,0.8217830113187032
26015,2021,0.8519552248679152
26015,2022,0.8888628045035528
26015,2023,0.9001654258326902
26029,2014,0.7582156839482738
26029,2015,0.7738001742911592
26029,2016,0.7847034063775753
26029,2017,0.7949439098033931
26029,2018,0.8070162673235529
26029,2019,0.8147503663171293
26029,2020,0.7265104040635728
26029,2021,0.7620229059424432
26029,2022,0.8055474898255928
26029,2023,0.8221402203740364
26161,2014,0.8183861378960342
26161,2015,0.8377443827628892
26161,2016,0.8527000106682425
26161,2017,0.8645067442320117
26161,2018,0.8795350832527016
26161,2019,0.8906295511206319
26161,2020,0.8238793134678396
26161,2021,0.8628634290433299
26161,2022,0.9101031954405149
26161,2023,0.9235593856341426
26149,2014,0.8089197624081345
26149,2015,0.8232498190644618
26149,2016,0.8313595122752298
26149,2017,0.8407632526370867
26149,2018,0.8552058383271959
26149,2019,0.86373097270926
26149,2020,0.8007468758553797
26149,2021,0.8285406252261944
26149,2022,0.8644161396793765
26149,2023,0.8757064723461186
26019,2014,0.8412142440163456
26019,2015,0.8632702180591114
26019,2016,0.8811416143231456
26019,2017,0.8950724691925698
26019,2018,0.9086320582268598
26019,2019,0.9178862421366148
26019,2020,0.8056601294765424
26019,2021,0.8524286449842926
26019,2022,0.9043064756477137
26019,2023,0.9267570131361887
26025,2014,0.6452746766884049
26025,2015,0.6583328415151681
26025,2016,0.6673226093512737
26025,2017,0.6754234062273619
26025,2018,0.6860449951096217
26025,2019,0.6917475924457737
26025,2020,0.6328803838229654
26025,2021,0.6591220550849572
26025,2022,0.6897979432830721
26025,2023,0.69956471011832
26031,2014,0.871318114874816
26031,2015,0.895994604315642
26031,2016,0.9160854467213937
26031,2017,0.9309983354538084
26031,2018,0.9464500592317621
26031,2019,0.9574082940513052
26031,2020,0.8629344219340482
26031,2021,0.9106944724775056
26031,2022,0.9609350871009068
26031,2023,0.9822705965294346
26151,2014,0.8285683107813183
26151,2015,0.8435839029861562
26151,2016,0.8522052374406607
26151,2017,0.860774173515488
26151,2018,0.8707853272694025
26151,2019,0.8756382122275767
26151,2020,0.8125303507823552
26151,2021,0.8413248114752563
26151,2022,0.8743796884746879
26151,2023,0.8836262008771095
26145,2014,0.7671925760421092
26145,2015,0.7838626750243104
26145,2016,0.7958081380603989
26145,2017,0.8054715277629049
26145,2018,0.8169572359211523
26145,2019,0.8235222697122444
26145,2020,0.7554631275526549
26145,2021,0.7891785007808145
26145,2022,0.8270612536669144
26145,2023,0.8370989205029995
26153,2014,0.6228070175438595
26153,2015,0.6277924638690487
26153,2016,0.624734037909326
26153,2017,0.6319450790093076
26153,2018,0.6443216640148892
26153,2019,0.6487413227823853
26153,2020,0.6069494326864934
26153,2021,0.6238695813272348
26153,2022,0.6453738069784274
26153,2023,0.6541360356408491
26147,2014,0.7689663378903668
26147,2015,0.7854825757939748
26147,2016,0.7967745664417449
26147,2017,0.8066771319156015
26147,2018,0.8182364366438225
26147,2019,0.8255449316823367
26147,2020,0.7609767631443533
26147,2021,0.7926680273187201
26147,2022,0.8291160790643445
26147,2023,0.8426399911596001
26027,2014,0.868448250406024
26027,2015,0.885844719931
26027,2016,0.8972473572771474
26027,2017,0.9081726872051895
26027,2018,0.9217905402426996
26027,2019,0.9306865111008616
26027,2020,0.8508902972723826
26027,2021,0.8847806360839028
26027,2022,0.928481865903254
26027,2023,0.9442799575130053
26033,2014,0.8342097123414786
26033,2015,0.8532798305652316
26033,2016,0.8677835234604597
26033,2017,0.8784181355465351
26033,2018,0.8885883579952545
26033,2019,0.8945202071353071
26033,2020,0.8110904842839153
26033,2021,0.8507544522378443
26033,2022,0.8921201627229824
26033,2023,0.9085402618324027
26037,2014,0.8424542738468265
26037,2015,0.8603056470438228
26037,2016,0.8722977627982726
26037,2017,0.8831904011182761
26037,2018,0.8953016184646796
26037,2019,0.9026298785281709
26037,2020,0.833772365622665
26037,2021,0.8654781343239264
26037,2022,0.9027782454833075
26037,2023,0.9163250210699823
26023,2014,0.8791505791505793
26023,2015,0.9001208662489408
26023,2016,0.9147827984941519
26023,2017,0.9288134320488769
26023,2018,0.9456297578209826
26023,2019,0.9592104628623646
26023,2020,0.8916298489452258
26023,2021,0.9329605620407353
26023,2022,0.9811342851582577
26023,2023,0.9941799566170861
26143,2014,0.8168809119573126
26143,2015,0.8342006022476497
26143,2016,0.8460934317941509
26143,2017,0.8560226209118547
26143,2018,0.8658706643664636
26143,2019,0.8704779650360693
26143,2020,0.7866347805345802
26143,2021,0.8235413360952005
26143,2022,0.8609339989529828
26143,2023,0.8763539705465837
26157,2014,0.7058164294519781
26157,2015,0.7202650720394259
26157,2016,0.7298313583241404
26157,2017,0.7382347197341962
26157,2018,0.7473677965175124
26157,2019,0.7528478431191488
26157,2020,0.6934071300546255
26157,2021,0.7203708431780615
26157,2022,0.7517570287329042
26157,2023,0.7630634957207222
26141,2014,0.49074074074074076
26141,2015,0.5038156832773211
26141,2016,0.5135178680981631
26141,2017,0.5215284400601581
26141,2018,0.5317859306916577
26141,2019,0.5397354044448356
26141,2020,0.5179657977472403
26141,2021,0.5405543345593494
26141,2022,0.5622782772084801
26141,2023,0.5672457456401658
26155,2014,0.737191723295411
26155,2015,0.7517018062136708
26155,2016,0.7608590556683612
26155,2017,0.769146960631594
26155,2018,0.7769477305897401
26155,2019,0.781794118800416
26155,2020,0.7185561303388159
26155,2021,0.7469374372121502
26155,2022,0.7805963753259633
26155,2023,0.7921792060333154
26009,2014,0.8964741185296324
26009,2015,0.918088351736685
26009,2016,0.9346676387670628
26009,2017,0.9483274306925765
26009,2018,0.9639981020037733
26009,2019,0.9747437534361052
26009,2020,0.8722631954417572
26009,2021,0.9168023124191228
26009,2022,0.9696019702053461
26009,2023,0.9908544799806075
26035,2014,0.798059790140566
26035,2015,0.8167511175891099
26035,2016,0.8305761194055318
26035,2017,0.8414943005474962
26035,2018,0.8539692099238863
26035,2019,0.8614327280489346
26035,2020,0.7838008072828188
26035,2021,0.8202544889979492
26035,2022,0.8605423678629747
26035,2023,0.8753350503609467
26021,2014,0.8190496434713714
26021,2015,0.8356387313892041
26021,2016,0.8469181809902864
26021,2017,0.8572679387290321
26021,2018,0.87025335605765
26021,2019,0.8779477381180989
26021,2020,0.8049374732287993
26021,2021,0.83828570303519
26021,2022,0.8789223152417323
26021,2023,0.8912765901650898
26085,2014,0.5695020746887967
26085,2015,0.5831115844158539
26085,2016,0.5936972723967401
26085,2017,0.6010051391327033
26085,2018,0.6085351458481375
26085,2019,0.6127305155460853
26085,2020,0.5462283217458335
26085,2021,0.5751431957613805
26085,2022,0.6051631950948999
26085,2023,0.6183880922809388
26091,2014,0.8533368159853728
26091,2015,0.8708818491928129
26091,2016,0.8834377771943586
26091,2017,0.8946359154511488
26091,2018,0.908231487189619
26091,2019,0.9165482450398668
26091,2020,0.8430545364088546
26091,2021,0.8783629407681408
26091,2022,0.9200287663301183
26091,2023,0.9350092517652958
26127,2014,0.9046273401624868
26127,2015,0.9221102243806278
26127,2016,0.9330160457898842
26127,2017,0.9436979721659111
26127,2018,0.9558571602924991
26127,2019,0.9636094001855615
26127,2020,0.8806861957777139
26127,2021,0.9134907232073541
26127,2022,0.9556240315059107
26127,2023,0.9719440678430843
26133,2014,0.7826442898076136
26133,2015,0.7999220120026935
26133,2016,0.8098055257071136
26133,2017,0.8232493795217714
26133,2018,0.8428947205507904
26133,2019,0.8549794957501297
26133,2020,0.800703986301298
26133,2021,0.8275226493019303
26133,2022,0.8629302394847407
26133,2023,0.8778091943917227
26053,2014,0.7915129151291513
26053,2015,0.8086176166007957
26053,2016,0.8210514886077435
26053,2017,0.8312736868878623
26053,2018,0.8426988535386155
26053,2019,0.8500483377970625
26053,2020,0.7692449503231469
26053,2021,0.8043961114709725
26053,2022,0.8453832737396842
26053,2023,0.8616734102403764
26047,2014,0.7804753058740632
26047,2015,0.8006215381460212
26047,2016,0.8167155911630242
26047,2017,0.8286869784605299
26047,2018,0.8417855836820269
26047,2019,0.8497239162371658
26047,2020,0.7624578044925697
26047,2021,0.8045381089977998
26047,2022,0.8490350508469354
26047,2023,0.8624520063030151
26079,2014,0.9107318674105678
26079,2015,0.9118918007108173
26079,2016,0.8991285035216672
26079,2017,0.9117770018113496
26079,2018,0.9336391963022541
26079,2019,0.941398360852319
26079,2020,0.8500862593513933
26079,2021,0.8780884347077812
26079,2022,0.9234487006585492
26079,2023,0.9385221096900119
26051,2014,0.7911097295617036
26051,2015,0.8099896398601888
26051,2016,0.8242861392758729
26051,2017,0.8351963060679509
26051,2018,0.8476475483919861
26051,2019,0.8548193282181984
26051,2020,0.7775397536436996
26051,2021,0.8131366807836015
26051,2022,0.8509948125546075
26051,2023,0.8670357946765684
26045,2014,0.832681114143839
26045,2015,0.8538420926159866
26045,2016,0.8704182450581857
26045,2017,0.8847187185604312
26045,2018,0.9016891187348498
26045,2019,0.9153306544041309
26045,2020,0.8575558973935684
26045,2021,0.8986107636077805
26045,2022,0.9425127978487071
26045,2023,0.9528137716296473
26119,2014,0.6924577373211964
26119,2015,0.7078794651070959
26119,2016,0.7186545256063984
26119,2017,0.7281915350471448
26119,2018,0.7391085862108911
26119,2019,0.7464095930364424
26119,2020,0.6754700258243747
26119,2021,0.7055648600315284
26119,2022,0.7428529451745002
26119,2023,0.7591928114091864
26125,2014,0.8473604630668904
26125,2015,0.867599871180212
26125,2016,0.8829267399473506
26125,2017,0.8953649756400198
26125,2018,0.91135670962821
26125,2019,0.923475389438835
26125,2020,0.8638815693083731
26125,2021,0.9018825928599336
26125,2022,0.9496939184155612
26125,2023,0.9627482203459672
26131,2014,0.5590863952333665
26131,2015,0.5717505021000457
26131,2016,0.5807193470102905
26131,2017,0.5856990882889391
26131,2018,0.5895558165329298
26131,2019,0.5895891781199655
26131,2020,0.5617997175138116
26131,2021,0.5804788399066952
26131,2022,0.5923038643646861
26131,2023,0.5997133358705488
26087,2014,0.8916054438154885
26087,2015,0.9099636085150002
26087,2016,0.9219753240827556
26087,2017,0.9331846527708372
26087,2018,0.9475554530509633
26087,2019,0.9552800099354439
26087,2020,0.8756578745434467
26087,2021,0.9117333701156634
26087,2022,0.953467280269422
26087,2023,0.9664422964795683
26093,2014,0.8834461923116993
26093,2015,0.9047398337192432
26093,2016,0.9204643420809173
26093,2017,0.9336397100663619
26093,2018,0.9496974722512985
26093,2019,0.9609243375578793
26093,2020,0.8853585219910466
26093,2021,0.9259418415783939
26093,2022,0.9732730837922084
26093,2023,0.9890272458566526
26097,2014,0.8721064814814815
26097,2015,0.8960992237313478
26097,2016,0.9151441830254241
26097,2017,0.9326206596042398
26097,2018,0.9504125544897553
26097,2019,0.9636421711208136
26097,2020,0.8312692570175727
26097,2021,0.8882700866857212
26097,2022,0.9522261726026195
26097,2023,0.9789549311514841
26083,2014,0.2935153583617747
26083,2015,0.30307361923079335
26083,2016,0.3101194772803522
26083,2017,0.31628039018364995
26083,2018,0.3237065755141459
26083,2019,0.33038710839036667
26083,2020,0.3208533450239344
26083,2021,0.3370325153555649
26083,2022,0.35209488216030904
26083,2023,0.35551806047947343
26109,2014,0.8267880857522293
26109,2015,0.8416313574145834
26109,2016,0.8500669075770895
26109,2017,0.8596898389624984
26109,2018,0.8722308874767053
26109,2019,0.8798122118467901
26109,2020,0.8078241535579551
26109,2021,0.8365070998774878
26109,2022,0.8745642357686716
26109,2023,0.8886069920299219
26135,2014,0.8856914468425258
26135,2015,0.9051885723496336
26135,2016,0.918245782237144
26135,2017,0.9304151370709383
26135,2018,0.9455571057377496
26135,2019,0.9550607939997454
26135,2020,0.8779674979162634
26135,2021,0.9141319972072205
26135,2022,0.9559993425804765
26135,2023,0.9722782833989532
26121,2014,0.7773421682311797
26121,2015,0.7931506502823757
26121,2016,0.8038258846083232
26121,2017,0.8129361629934031
26121,2018,0.8239400575000809
26121,2019,0.8298805463711838
26121,2020,0.7603645520403002
26121,2021,0.7922636562056994
26121,2022,0.8285492253783118
26121,2023,0.8406003387444745
26069,2014,0.8338201882505679
26069,2015,0.8552034356581022
26069,2016,0.8712669430529062
26069,2017,0.8854404976313912
26069,2018,0.9030177129413235
26069,2019,0.9161251225287566
26069,2020,0.8391798305912926
26069,2021,0.8839415756031661
26069,2022,0.9331422557770768
26069,2023,0.9467069860664794
26041,2014,0.784253838975142
26041,2015,0.8027667774187657
26041,2016,0.8164374037505415
26041,2017,0.827902993371049
26041,2018,0.8415423460361967
26041,2019,0.8507218414632163
26041,2020,0.783007255403347
26041,2021,0.8179471791271458
26041,2022,0.8567113464440868
26041,2023,0.8705742802737146
26055,2014,0.7838954549822235
26055,2015,0.8015715359629736
26055,2016,0.8145925303050094
26055,2017,0.8258356100294866
26055,2018,0.8386330120322528
26055,2019,0.8472080513948507
26055,2020,0.7767784637723292
26055,2021,0.8120072092507901
26055,2022,0.8527776747498418
26055,2023,0.8680252957863221
26043,2014,0.8513057381417658
26043,2015,0.8729944615941015
26043,2016,0.8885110306139901
26043,2017,0.9023805443800108
26043,2018,0.9193984336759906
26043,2019,0.9307409178906665
26043,2020,0.8647112908743669
26043,2021,0.898831126929294
26043,2022,0.9387901321506764
26043,2023,0.9551706489715839
26057,2014,0.6831501831501833
26057,2015,0.6957638946081437
26057,2016,0.7033230773710236
26057,2017,0.7104381747193919
26057,2018,0.7189312461650001
26057,2019,0.7235473545819677
26057,2020,0.6701092312230013
26057,2021,0.6939640505333416
26057,2022,0.7228745681171276
26057,2023,0.7303289672194965
26137,2014,0.8027290906952123
26137,2015,0.817342463004898
26137,2016,0.825444562036236
26137,2017,0.8360014012348079
26137,2018,0.8481694839624744
26137,2019,0.8545119642574817
26137,2020,0.7714109067222478
26137,2021,0.8077826154799409
26137,2022,0.8480117602979418
26137,2023,0.8644577982735933
26123,2014,0.7909998926001504
26123,2015,0.8072548284467154
26123,2016,0.8182160205023303
26123,2017,0.8277700639391281
26123,2018,0.8392908589546739
26123,2019,0.8465259215733341
26123,2020,0.7878157448932578
26123,2021,0.817861856533365
26123,2022,0.8517975464313481
26123,2023,0.8650191757997561
26095,2014,0.7523809523809525
26095,2015,0.7695392672854611
26095,2016,0.7828778128653028
26095,2017,0.7924983017525737
26095,2018,0.7996581752718378
26095,2019,0.8050303625122428
26095,2020,0.7249214128232442
26095,2021,0.7607880106928351
26095,2022,0.7984131481383425
26095,2023,0.8138971858994251
26081,2014,0.8344054058932903
26081,2015,0.8526134489379616
26081,2016,0.8654520798817149
26081,2017,0.8772820255461099
26081,2018,0.8921270260954325
26081,2019,0.9024324859330356
26081,2020,0.8385225370316608
26081,2021,0.8732068719137598
26081,2022,0.9168279526341452
26081,2023,0.9283126030884015
